Year,Month,Region,Region_UNSD,Location,Coordinates,Cause,Route,Source,Quality,Dead,Missing,Total,Females,Males,Children,Survivors
2019,November,Western Africa,Western Africa,"Kayes, Mali","-11.444687, 14.435103",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,0,0
2019,November,Central America,Central America,"Train tracks on Calle Matamoros and Zaragoza, municipality of Nava, Coahuila, Mexico","28.4130919, -100.7672561",Vehicle accident / death linked to hazardous transport,Unknown,"Zócalo, La Voz",3,1,0,1,0,1,0,0
2019,November,Western Asia,Uncategorized,"Off the coast of Al Rowaik (15km from Ain Bambad), Yemen","13.778197063, 48.813018859",Drowning,Horn of Africa to Yemen crossing,IOM Yemen,4,1,0,1,1,0,0,200
2019,November,Northern Africa,Northern Africa,"Off the coast of Caleta de Caballo, Teguise, Lanzarote, Canary Islands, Spain","28.990325234, -13.417730357",Drowning,Western Africa / Atlantic route to the Canary Islands,"EFE, El Día, Comisión Española de Ayuda al Refugiado",4,9,2,11,0,11,0,4
2019,November,South-eastern Asia,South-eastern Asia,"Bokèo  Province, Laos","19.963732, 100.608055",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,0,0
2019,November,South-eastern Asia,South-eastern Asia,"Unspecified location, Vietnam","15.084654, 107.831617",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,November,Western Africa,Western Africa,"Abidjan, Ivory Coast","-4.024984, 5.34845",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,0,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,0,0
2019,November,Northern Africa,Northern Africa,"Qatrun, Libya","32.42189, 75.99627",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,2,1,0
2019,November,Northern Africa,Northern Africa,"Qatrun, Libya","32.42189, 75.99627",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,2,1,1,0
2019,November,Northern Africa,Northern Africa,"Qatrun, Libya","32.42189, 75.99627",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,2,1,1,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,2,2,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,2,2,0
2019,November,South-eastern Asia,South-eastern Asia,"Unspecified location, Vietnam","15.019126, 107.674175",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Europe,Southern Europe,"Found in the woods near Ilirska Bistrica but died in front of the Ilirska Bistrica police station, Inner Carniola, Slovenia","45.5717042, 14.244041","Harsh environmental conditions / lack of adequate shelter, food, water",Western Balkans,"Ministry of Internal Affairs Slovenia, MMC RTV SLO",5,1,0,1,0,1,0,0
2019,November,Mediterranean,Uncategorized,"Body recovered at sea between Al Hoceima and Chefchaouen, Morocco","35.2445589, -3.9317468",Drowning,Western Mediterranean,"Association Marocaine des Droits Humains - Section Nador, Nadorcity",1,1,0,1,0,1,0,0
2019,November,Mediterranean,Southern Europe,"Port of Melilla, Spain","35.2913683, -2.9386082",Vehicle accident / death linked to hazardous transport,Western Mediterranean,"Granada Hoy, Melilla Hoy, Ideal",3,1,0,1,0,1,1,0
2019,November,Western Africa,Western Africa,"Kayes, Mali","-11.444687, 14.435103",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Middle Africa,Middle Africa,"Bangui, Central African republic","4.39669, 18.5586",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,1,0,0
2019,November,Western Africa,Western Africa,"Garin Kouka, Niger","12.95902, 3.5125",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,0,0
2019,November,Northern Africa,Northern Africa,"Tripoli, Libya","32.89534, 13.18105",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,November,Western Africa,Western Africa,"Agadez, Niger","16.97314, 7.98974",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Sikasso, Mali","-5.691763, 11.316677",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Koutiala, Mali","-5.472885, 12.376238",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Western Africa,Western Africa,"Sikasso, Mali","-5.691763, 11.316677",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Middle Africa,Middle Africa,"Nonheb, Central African Republic","14.991249, 6.201797",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Bamako, Mali","-7.995856, 12.617282",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Western Africa,Western Africa,"Unspecified location in the desert between Zigidim and Garin Kouka, Niger","12.48648, 3.282478",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,0,0
2019,November,Western Africa,Western Africa,Unspecified location near northern border of Niger,"12.315468, 22.630646",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2019,November,North America,Northern America,"Body recovered on a ranch,  east side of Brooks County, Texas about 80 miles north of the Mexican border, USA","27.0387839, -98.2429794",Mixed or unknown,US-Mexico border crossing,BREITBART,1,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Qatrun, Libya","32.42189, 75.99627",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,1,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","23.169912, 18.842454","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Koupela, Burkina Faso","-0.351305, 12.179216",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Central America,Central America,"Train tracks near Estación Ochoa, municipality of Pánuco, Veracruz, Mexico","22.2246852, -98.0102662",Vehicle accident / death linked to hazardous transport,Unknown,"Vox Pópuli, Milenio",3,1,0,1,0,1,0,0
2019,November,Europe,Southern Europe,"Danube river, near Apatin, Serbia - on border with Croatia","45.66971, 18.96716",Drowning,Western Balkans,"ANSA, EFE",3,0,4,4,0,0,0,6
2019,November,South-eastern Asia,South-eastern Asia,"Sa Kaeo, Thailand","14.056498, 102.397242","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,November,Western Africa,Western Africa,"Koro, Mali","-3.083854, 14.071406",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,1,0,0
2019,November,Western Africa,Western Africa,"Zinguichor, Senegal","-16.263798, 12.562665",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,0,0
2019,November,Western Africa,Western Africa,"Lome, Togo","1.225748, 6.130096",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,2,0,0,0
2019,November,North America,Northern America,"Near Road 2644 in Maverick County, Texas, USA","28.7974674, -100.2151578","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Eagle Pass Texas News, Periódico Correo",3,1,0,1,0,1,0,0
2019,November,North America,Northern America,"Ranch near Falfurrias, Brooks County, Texas, USA","27.2267642, -98.1330806",Mixed or unknown,US-Mexico border crossing,Brooks County Sheriff's Office via Breitbart News,1,1,0,1,0,0,0,0
2019,November,Central America,Central America,"Bodies recovered in colonia Luis Gómez Cepeda, Tenosique, Tabasco, Mexico","17.464408, -91.4249549",Violence,Unknown,"El Universal, Debate, Movimiento Migrante Mesoamericano, Cubanet",4,2,0,2,1,1,0,0
2019,November,Northern Africa,Northern Africa,"Bani Walid, Libya","31.76402, 14.03511",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","24.043598, 13.648765",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,November,Mediterranean,Uncategorized,"Bodies recovered off the coast of Jijel, Algeria","36.844390413, 5.743294867",Drowning,Western Mediterranean,Liberté Algérie,1,2,0,2,0,0,0,0
2019,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.29266, -111.45592",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2019,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.9686, -112.69825",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,November,Southern Asia,Southern Asia,"Chittagong Division, Bangladesh","22.50052, 91.48155",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,5,0,5,2,2,2,0
2019,November,Western Africa,Western Africa,"Ferkessedougou, Ivory Coast","-5.194344, 9.58323",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,November,Western Africa,Western Africa,Unspecified location in Sierra Leone near border with Guinea,"-11.257963, 9.935209",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,2,1,0
2019,November,Middle Africa,Middle Africa,"Sara region at the Chad-Libya border, Chad","20.658284, 20.68949",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,1,0
2019,November,Western Africa,Western Africa,"Ougadougou, Burkina Faso","-1.52105, 12.368721",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,November,North America,Northern America,"Body found near Inspiration Road, Mission, Hidalgo County, Texas, USA","26.276297, -98.3396799",Mixed or unknown,US-Mexico border crossing,"Telemundo40, KRGV",3,1,0,1,0,1,0,0
2019,November,Southern Asia,Southern Asia,"Road near the town of Khash, Sistan and Baluchistan, Iran","28.2314235, 61.19276",Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,"IOM Afghanistan, AP",4,33,0,33,0,0,0,6
2019,November,Western Africa,Western Africa,"Kumasi, Ghana","-1.621256, 6.659396",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,3,0,0,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,1,0
2019,November,Northern Africa,Northern Africa,"Ghadames, Libya (close to Debdeb, Algeria)","30.1597, 9.69791",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,November,Northern Africa,Northern Africa,"Ghadames, Libya (close to Debdeb, Algeria)","30.1597, 9.69791",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.1748, -112.98709",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2019,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.19423, -112.99142",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2019,November,Western Africa,Western Africa,"Zegoua, Mali","-5.651178, 10.483254",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,1,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","5.518411, 22.780989",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,Unspecified location in Algeria,"-1.307491, 23.338396",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2019,November,Western Africa,Western Africa,"Kaya, Burkina Faso","-1.086697, 13.089834",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Western Africa,Western Africa,"Gossi, Mali","-1.301118, 15.821342",Violence,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,0,0
2019,November,Western Africa,Western Africa,"Segou, Mali","-6.249892, 13.427836",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,1,0
2019,November,Northern Africa,Northern Africa,"Bani Walid, Libya","31.7975831, 14.053676",Violence,Sahara Desert crossing,Avvenire,1,4,0,4,1,3,0,8
2019,November,Europe,Southern Europe,"Train tracks near Soufli, Evros region, Greece","41.1951211, 26.2991431",Vehicle accident / death linked to hazardous transport,Unknown,Ekathimerini,3,1,0,1,0,1,0,0
2019,November,South-eastern Asia,South-eastern Asia,"Bangkok, Thailand","13.87048, 100.775395",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,1,0
2019,November,Southern Asia,Southern Asia,"Chittagong Division, Bangladesh","21.480554, 92.290583",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,2,1,2,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in Egypt, near border with Libya","26.376913, 24.776405",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Ghadames, Libya (close to Debdeb, Algeria)","30.1597, 9.69791",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Ghadames, Libya (close to Debdeb, Algeria)","30.1597, 9.69791",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Sabha, Libya","27.02249, 14.44099",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Ghadames, Libya","30.1597, 9.69791",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.39445, -113.14618",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2019,November,North America,Northern America,"All American Canal, Calexico, Imperial County, California, USA","32.670748604, -115.428030167",Drowning,US-Mexico border crossing,Imperial County Coroner's Office,5,1,0,1,0,1,0,0
2019,November,Caribbean,Caribbean,"Unspecified location in the Mona Passage, off Desecheo Island, Puerto Rico","18.2013452, -67.1451549",Drowning,Dominican Republic to Puerto Rico,US Coast Guard,5,0,3,3,0,3,0,13
2019,November,Western Africa,Western Africa,"Zinder, Niger","8.984259, 13.800563",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","22.110887, 23.348182",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Qatrun, Libya","32.42189, 75.99627",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Western Africa,Western Africa,"Seguedine, Niger","20.19063, 12.96781",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,4,0,4,0,2,1,0
2019,November,Central America,Central America,"Train tracks in San Juan de la Vega, Celaya, Guanajuato, Mexico","20.6255181, -100.7629778",Vehicle accident / death linked to hazardous transport,Unknown,"Periódico Correo, AM",3,1,0,1,0,1,0,0
2019,November,Western Asia,Western Asia,"Al-Raqw market, Monabbih district, Sa'ada Governorate, Yemen","16.9509413, 43.7477742",Violence,Unknown,IOM Yemen,4,10,0,10,0,0,0,35
2019,November,Mediterranean,Uncategorized,"Off the coast of Tripoli, Libya","33.180613511, 13.234062537",Drowning,Central Mediterranean,Alarm Phone,4,0,65,65,5,0,15,30
2019,November,Middle Africa,Middle Africa,"Moundou, Chad","8.55916, 16.07795",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,3,0,0
2019,November,Mediterranean,Uncategorized,Unspecified location off the coast of Libya,"33.223177907, 12.261505742",Drowning,Central Mediterranean,Alarm Phone,4,0,94,94,13,0,0,0
2019,November,Western Africa,Western Africa,"Agadez, Niger","16.9741689, 7.986535",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,IOM NIGER,4,1,0,1,0,0,0,0
2019,November,Northern Africa,Northern Africa,"Tamanrasset, Algeria","22.78796, 5.52718",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","22.922783, 18.602088",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.822433, -111.822433",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2019,November,Central America,Central America,"KM186 of the Carretera Internacional México Nogales, between Santa Ana and Magdalena de Kino, Sonora, Mexico","30.6248745, -110.9717597",Vehicle accident / death linked to hazardous transport,Unknown,"Uniradio Noticias, La Tarde, El Imparcial",3,5,0,5,5,0,3,0
2019,November,Mediterranean,Uncategorized,"Bodies washed ashore on Qasr Al Akhyar, 80km east of Tripoli, Libya","32.9032955, 13.1900276",Drowning,Central Mediterranean,IOM Libya,4,6,0,6,0,0,0,0
2019,November,South-eastern Asia,South-eastern Asia,"Bangkok, Thailand","13.845075, 100.741219",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,4,0,4,2,2,2,0
2019,November,Southern Asia,Southern Asia,"Chittagong Division, Bangladesh","21.519927, 92.281711",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,4,0,4,2,2,2,0
2019,November,Mediterranean,Uncategorized,"Unspecified location off the coast of Zuwara, Libya","32.9400375, 12.0821051",Drowning,Central Mediterranean,IOM Libya,4,0,13,13,0,0,0,47
2019,November,Mediterranean,Uncategorized,"One mile off the coast of Isola dei Conigli, Lampedusa, Italy","35.509728903, 12.555303694",Drowning,Central Mediterranean,"Guardia Costiera, IOM Italy",5,5,21,26,5,0,0,149
2019,November,Europe,Southern Europe,"Remains recovered in Mega Dereio, Evros region, Greece","41.2443761, 26.1359431",Mixed or unknown,Unknown,e-evros.gr,1,1,0,1,0,1,0,0
2019,November,North America,Northern America,Skeletal remains recovered on a Texas ranch about 80 miles from the US- Mexican border,"31.9675919, -99.9016414",Mixed or unknown,US-Mexico border crossing,BREITBART,1,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Kaya, Burkina Faso","-1.086697, 13.089834",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Tripoli, Libya","32.89534, 13.18105",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,2,0,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","24.051283, 13.416541",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,1,0
2019,November,Northern Africa,Northern Africa,"Brak, Libya","27.54682, 14.26757",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Bani Walid, Libya","31.76402, 14.03511",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Tripoli, Libya","32.89534, 13.18105",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in desert between Sabha and Tripoli, Libya","27.960663, 14.307556",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","24.004092, 13.285134",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,1,1,0
2019,November,Northern Africa,Northern Africa,"Tijeri, Libya","25.31163, 85.01739",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in desert near Tijeri, Libya","23.256925, 14.137099",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2019,November,Central America,Central America,"Río Bravo, near la Casita Blanca, Gustavo Díaz Ordaz, Tamaulipas, Mexico","26.2364999, -98.6042454",Drowning,Unknown,"Hoy Tamaulipas, Vox Pópuli",3,1,0,1,0,1,0,0
2019,November,Central America,Central America,"Near Quilá, Culiacán, Sinaloa, Mexico","24.4395105, -107.2115454",Vehicle accident / death linked to hazardous transport,Unknown,Sinaloa Press,1,1,0,1,0,1,0,0
2019,November,South-eastern Asia,South-eastern Asia,"Yoma Mountains, Myanmar","18.913665, 94.694799",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,1,0
2019,November,Middle Africa,Middle Africa,"Ndjamena, Chad","15.056086, 12.128946",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Sevare, Mali","-4.095712, 14.522374",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,1,1,0
2019,November,Western Africa,Western Africa,"Dao, Niger","21.706642, 13.773611",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Garin Kouka, Niger","12.95902, 3.5125",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,2,0,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","23.649993, 14.543594",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2019,November,Western Africa,Western Africa,"Bamako, Mali","-7.995856, 12.617282",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,3,3,0
2019,November,Northern Africa,Northern Africa,"Sabha, Libya","27.02249, 14.44099",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,2,0,0,0
2019,November,Middle Africa,Middle Africa,"Mao, desert zone to faya, Chad","14.1310247, 15.3189726","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,IOM CHAD,4,6,6,12,0,0,0,13
2019,November,Central America,Central America,Unspecified location on the Mexican side of the Río Bravo,"29.3232963, -100.9514187",Violence,Unknown,HCH Honduras,1,1,0,1,0,1,0,0
2019,December,Western Africa,Western Africa,"Niamey, Niger","13.5115963, 2.1253854",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,IOM NIGER,4,1,0,1,0,0,0,0
2019,November,Mediterranean,Uncategorized,"30 miles off the coast of Melilla, Spain","35.2928695, -2.9252639",Drowning,Western Mediterranean,Caminando Fronteras,4,4,19,23,0,0,0,58
2019,November,Mediterranean,Uncategorized,"Unknown location in the Alboran Sea, between Morocco and Spain (boat departed from Boudinar, Morocco)","36.2144014, -3.4195527",Drowning,Western Mediterranean,"Caminando Fronteras, Nuovi Desaparecidos",4,0,73,73,20,50,3,0
2019,November,Northern Africa,Northern Africa,"Unspecified location in the desert, Libya","23.649993, 14.543594",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
